FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Kevin Gray,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985",http://ufcstats.com/fighter-details/bb0d290026d7681d
King Green,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 09, 1986",http://ufcstats.com/fighter-details/887961364be5ceb3
Desmond Green,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989",http://ufcstats.com/fighter-details/f046d724d2a84ac5
Gabe Green,"5' 10""",155 lbs.,"73""",Switch,"May 02, 1993",http://ufcstats.com/fighter-details/5eb50529a8418b77
Maurice Greene,"6' 7""",258 lbs.,"80""",Orthodox,"Jul 05, 1986",http://ufcstats.com/fighter-details/068f8a189a47fea6
Matt Grice,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981",http://ufcstats.com/fighter-details/bfc2fc38a0e20211
Forrest Griffin,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979",http://ufcstats.com/fighter-details/fcffee71cff5530e
Tyson Griffin,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984",http://ufcstats.com/fighter-details/20205040232ed0f3
Max Griffin,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d
Jordan Griffin,"5' 10""",145 lbs.,"73""",Southpaw,"Feb 28, 1990",http://ufcstats.com/fighter-details/ebef46976554f975
Chad Griggs,"6' 1""",205 lbs.,"73""",Orthodox,"May 15, 1978",http://ufcstats.com/fighter-details/fdf18227faa596dd
Charalampos Grigoriou,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 31, 1992",http://ufcstats.com/fighter-details/68b8ebdfce9dbb61
Maxim Grishin,"6' 3""",205 lbs.,"78""",Orthodox,"May 02, 1984",http://ufcstats.com/fighter-details/950d0ef5c17157c5
Josh Grispi,"5' 11""",145 lbs.,"74""",Orthodox,"Oct 14, 1988",http://ufcstats.com/fighter-details/60ba33c3f555a7a3
Kendall Grove,"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982",http://ufcstats.com/fighter-details/234f3767ff0e5701
Chris Gruetzemacher,"5' 8""",155 lbs.,"68""",Orthodox,"Jun 16, 1986",http://ufcstats.com/fighter-details/feaf00f3373435d6
Vik Grujic,"5' 11""",170 lbs.,"73""",Orthodox,"Feb 06, 1977",http://ufcstats.com/fighter-details/1e7483dbff40b84b
Mike Grundy,"5' 7""",145 lbs.,"72""",Orthodox,"Jan 03, 1987",http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b
Wang Guan,"5' 9""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",http://ufcstats.com/fighter-details/dd12382f28296f7b
Anthony Guarascio,"6' 2""",233 lbs.,"72""",Orthodox,"Feb 26, 1994",http://ufcstats.com/fighter-details/dc052ab64be66e1d
Rainn Guerrero,"5' 6""",125 lbs.,"65""",Orthodox,"May 13, 1992",http://ufcstats.com/fighter-details/8300a47f6fd6fe4f
Shannon Gugerty,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 30, 1981",http://ufcstats.com/fighter-details/9f1641c08cf8fbe2
Clay Guida,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",http://ufcstats.com/fighter-details/c47df9303d318c67
Melvin Guillard,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 30, 1983",http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 25, 1983",http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d
John Gunderson,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 05, 1979",http://ufcstats.com/fighter-details/a0c139b34f11421a
John Gunther,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 24, 1985",http://ufcstats.com/fighter-details/3956bdc8ab2e54b3
Jorge Gurgel,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977",http://ufcstats.com/fighter-details/04d5718ed2661e8c
Luis Gurule,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 16, 1993",http://ufcstats.com/fighter-details/29162be25ebef5f0
Bogdan Guskov,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 12, 1992",http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f
Gugun Gusman,"5' 7""",135 lbs.,"68""",Orthodox,"Mar 03, 1990",http://ufcstats.com/fighter-details/e34e3b1fffa13a6a
Alexander Gustafsson,"6' 5""",205 lbs.,"79""",Orthodox,"Jan 15, 1987",http://ufcstats.com/fighter-details/3c6976f8182d9527
Andreas Gustafsson,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 20, 1991",http://ufcstats.com/fighter-details/2caf993f53541fa1
Chris Gutierrez,"5' 9""",135 lbs.,"67""",Orthodox,"Apr 22, 1991",http://ufcstats.com/fighter-details/45f0cc9d18f35137
Mando Gutierrez,"5' 6""",135 lbs.,"70""",Southpaw,"Feb 24, 1997",http://ufcstats.com/fighter-details/5f33ae0620e050c5
Mike Guymon,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 17, 1974",http://ufcstats.com/fighter-details/eaea0fc7b76525a8
Chelsea Hackett,"5' 4""",125 lbs.,"66""",Switch,"Aug 16, 1998",http://ufcstats.com/fighter-details/184b7a36d50dcc5e
Cody Haddon,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 08, 1998",http://ufcstats.com/fighter-details/8e6654e9f0461b8f
Jake Hadley,"5' 7""",135 lbs.,"70""",Southpaw,"Aug 03, 1996",http://ufcstats.com/fighter-details/60a42bf82447c919
Damir Hadzovic,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986",http://ufcstats.com/fighter-details/38c626ca912c7bac
Bassil Hafez,"5' 11""",170 lbs.,"72""",Orthodox,"Jan 31, 1992",http://ufcstats.com/fighter-details/f4d92416da98804b
Tim Hague,"6' 4""",260 lbs.,"76""",Orthodox,"May 09, 1983",http://ufcstats.com/fighter-details/219a254e15d60135
Theo Haig,"6' 2""",185 lbs.,"77""",Orthodox,"Aug 23, 1996",http://ufcstats.com/fighter-details/8a213af406eb2dd4
Uriah Hall,"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984",http://ufcstats.com/fighter-details/65578a75fa7900e3
Ryan Hall,"5' 10""",145 lbs.,"70""",Southpaw,"Feb 22, 1985",http://ufcstats.com/fighter-details/8866c6f509c19089
Dennis Hallman,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 02, 1975",http://ufcstats.com/fighter-details/8a8a84b743ae7699
Piotr Hallmann,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1987",http://ufcstats.com/fighter-details/a3be148af5c7b088
Seo Hee Ham,"5' 2""",115 lbs.,"62""",Southpaw,"Mar 08, 1987",http://ufcstats.com/fighter-details/165c244bcca3ed26
Rami Hamed,"6' 1""",170 lbs.,"71""",Orthodox,"Apr 25, 1991",http://ufcstats.com/fighter-details/a59017211b775b5d
Matt Hamill,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",http://ufcstats.com/fighter-details/98b80a717b9bda17
Anthony Hamilton,"6' 5""",260 lbs.,"76""",Orthodox,"Apr 14, 1980",http://ufcstats.com/fighter-details/c727c7d31c50c4cf
CJ Hamilton,"5' 7""",125 lbs.,"68""",Switch,"Oct 07, 1986",http://ufcstats.com/fighter-details/7da5839b223f3728
Jared Hamman,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 07, 1982",http://ufcstats.com/fighter-details/23459ee7e373b98f
Chad Hanekom,"6' 4""",185 lbs.,"74""",Orthodox,"Apr 20, 1990",http://ufcstats.com/fighter-details/98533a2738124a0d
Kay Hansen,"5' 2""",115 lbs.,"63""",Orthodox,"Aug 14, 1999",http://ufcstats.com/fighter-details/4100c7a09497ad41
Nasrat Haqparast,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995",http://ufcstats.com/fighter-details/b7b84ccd221be298
Shin Haraguchi,"5' 5""",145 lbs.,"68""",Switch,"Nov 27, 1998",http://ufcstats.com/fighter-details/05b17ae24e6bba81
Antoni Hardonk,"6' 4""",245 lbs.,"78""",Orthodox,"Feb 05, 1976",http://ufcstats.com/fighter-details/69b69c0178c4004d
George Hardwick,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 06, 1996",http://ufcstats.com/fighter-details/f55a6807b6bb853d
Harry Hardwick,"5' 8""",155 lbs.,"71""",Switch,"Sep 29, 1994",http://ufcstats.com/fighter-details/2dbc60c52de126d8
Dan Hardy,"6' 0""",170 lbs.,"74""",Orthodox,"May 17, 1982",http://ufcstats.com/fighter-details/473ce3aa581251a2
Veronica Hardy,"5' 4""",125 lbs.,"64""",Southpaw,"Oct 30, 1995",http://ufcstats.com/fighter-details/4798e823ada58fe9
Greg Hardy,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988",http://ufcstats.com/fighter-details/85073dbd1be65ed9
Josiah Harrell,"5' 7""",170 lbs.,"68""",Southpaw,"Nov 13, 1998",http://ufcstats.com/fighter-details/e5864a42c80294f6
Gerald Harris,"5' 11""",185 lbs.,"77""",Southpaw,"Nov 19, 1979",http://ufcstats.com/fighter-details/c4b81cdecd5d6abe
Phil Harris,"5' 4""",125 lbs.,"65""",Orthodox,"Sep 04, 1983",http://ufcstats.com/fighter-details/ba043b03eb799063
Walt Harris,"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",http://ufcstats.com/fighter-details/03f982ca3735070c
Carlston Harris,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 09, 1987",http://ufcstats.com/fighter-details/a53d30163304aa6e
Kayla Harrison,"5' 8""",135 lbs.,"66""",Southpaw,"Jul 02, 1990",http://ufcstats.com/fighter-details/1af1170ed937cba7
Joey Hart,"6' 3""",170 lbs.,"79""",Orthodox,"Jun 24, 1997",http://ufcstats.com/fighter-details/6412da484125716b
Dale Hartt,"5' 10""",155 lbs.,"69""",Orthodox,"Apr 04, 1979",http://ufcstats.com/fighter-details/058e4e08a1ad8aba
Clay Harvison,"6' 1""",170 lbs.,"74""",Orthodox,"Sep 25, 1980",http://ufcstats.com/fighter-details/83a477a7dba1ca58
Ahmad Hassanzada,"6' 1""",155 lbs.,"75""",Orthodox,"Nov 20, 1996",http://ufcstats.com/fighter-details/bf7a64d9ae343e86
John Hathaway,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987",http://ufcstats.com/fighter-details/28f3c2258a1d8874
Phil Hawes,"6' 0""",185 lbs.,"77""",Orthodox,"Jan 08, 1989",http://ufcstats.com/fighter-details/547afe1017e72dbe
Dustin Hazelett,"6' 1""",170 lbs.,"76""",Orthodox,"Apr 29, 1986",http://ufcstats.com/fighter-details/a149d6bc670cdb60
James Head,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 09, 1984",http://ufcstats.com/fighter-details/19a8cce18a1cef9e
Pat Healy,"6' 0""",155 lbs.,"72""",Orthodox,"Jul 20, 1983",http://ufcstats.com/fighter-details/50d2f0018bcf9eef
David Heath,"5' 11""",205 lbs.,"72""",Orthodox,"Feb 10, 1976",http://ufcstats.com/fighter-details/4f95f74620a6b7a4
Jake Hecht,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 09, 1984",http://ufcstats.com/fighter-details/e57fdbea1b828202
Nick Hein,"5' 6""",155 lbs.,"66""",Southpaw,"Apr 24, 1984",http://ufcstats.com/fighter-details/2816ced060a21be3
Ian Heinisch,"5' 11""",185 lbs.,"72""",Orthodox,"Aug 05, 1988",http://ufcstats.com/fighter-details/2e585c701f72fe55
Marcin Held,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 18, 1992",http://ufcstats.com/fighter-details/bf43fed8f29e1671
Dan Henderson,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970",http://ufcstats.com/fighter-details/1ccf4e7caff270df
Benson Henderson,"5' 9""",170 lbs.,"70""",Southpaw,"Nov 16, 1983",http://ufcstats.com/fighter-details/2676b28836a5a836
Johny Hendricks,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983",http://ufcstats.com/fighter-details/0941df56f6ac954b
Luis Henrique,"6' 2""",243 lbs.,"74""",Orthodox,"Aug 21, 1993",http://ufcstats.com/fighter-details/e5bda12faabfc850
Jose Henrique,"6' 3""",170 lbs.,"79""",Orthodox,"May 23, 2002",http://ufcstats.com/fighter-details/20a0e4cc5227c117
Paulo Henrique,"5' 7""",125 lbs.,"69""",,"Jul 03, 2002",http://ufcstats.com/fighter-details/3fe8ad7e1594537a
Danny Henry,"6' 0""",145 lbs.,"73""",Orthodox,"Jul 17, 1988",http://ufcstats.com/fighter-details/f7d73e452b064bf2
Victor Henry,"5' 7""",135 lbs.,"68""",Switch,"May 04, 1987",http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8
Jai Herbert,"6' 1""",155 lbs.,"77""",Orthodox,"May 13, 1988",http://ufcstats.com/fighter-details/4c88a1db5a46c6a4
Ed Herman,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",http://ufcstats.com/fighter-details/06f36cf4bd97ec77
Dave Herman,"6' 4""",242 lbs.,"77""",Orthodox,"Oct 03, 1984",http://ufcstats.com/fighter-details/cbd6f1abf955e628
Jack Hermansson,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988",http://ufcstats.com/fighter-details/0a1942069c9ad6b6
Alexander Hernandez,"5' 9""",155 lbs.,"72""",Orthodox,"Oct 01, 1992",http://ufcstats.com/fighter-details/262a7d06203657e6
Anthony Hernandez,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 18, 1993",http://ufcstats.com/fighter-details/093e1f5bb73850be
Nohelin Hernandez,"5' 10""",135 lbs.,"71""",Orthodox,"Mar 01, 1994",http://ufcstats.com/fighter-details/f97c5433c77522d3
Carlos Hernandez,"5' 8""",125 lbs.,"67""",Orthodox,"Oct 25, 1993",http://ufcstats.com/fighter-details/798e48f9e7f6ba22
Leslie Hernandez,"5' 3""",115 lbs.,"64""",Orthodox,"Dec 29, 1997",http://ufcstats.com/fighter-details/fc8610cc15674ae2
Geane Herrera,"5' 5""",125 lbs.,"66""",Orthodox,"May 27, 1990",http://ufcstats.com/fighter-details/c169545ab0825f44
Alvaro Herrera Mendoza,"6' 0""",155 lbs.,"74""",Orthodox,"May 14, 1990",http://ufcstats.com/fighter-details/74d35fbc9c6a61bd
Felice Herrig,"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984",http://ufcstats.com/fighter-details/b6850671a008bf9a
Heath Herring,"6' 4""",250 lbs.,"78""",Orthodox,"Mar 02, 1978",http://ufcstats.com/fighter-details/7450525c7ba032a0
Clint Hester,"6' 2""",205 lbs.,"77""",Orthodox,"Nov 21, 1986",http://ufcstats.com/fighter-details/92b62174c175ce19
Jimy Hettes,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 09, 1987",http://ufcstats.com/fighter-details/893d51aaf024eddd
Marcus Hicks,"5' 6""",155 lbs.,"64""",Southpaw,"Nov 25, 1975",http://ufcstats.com/fighter-details/e69c5ce12f4e762b
Jay Hieron,"6' 0""",170 lbs.,"75""",Orthodox,"Jul 29, 1976",http://ufcstats.com/fighter-details/5bb0a618ad03ac64
Brady Hiestand,"5' 8""",135 lbs.,"71""",Orthodox,"Apr 30, 1999",http://ufcstats.com/fighter-details/7af33fc4435017f1
Jason High,"5' 8""",155 lbs.,"73""",Southpaw,"Oct 12, 1981",http://ufcstats.com/fighter-details/e5d03e4d966126bd
Corey Hill,"6' 4""",155 lbs.,"80""",Orthodox,"Oct 03, 1978",http://ufcstats.com/fighter-details/abbc737317f66b81
Angela Hill,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985",http://ufcstats.com/fighter-details/f0feeb2192937424
Jamahal Hill,"6' 4""",205 lbs.,"79""",Southpaw,"May 19, 1991",http://ufcstats.com/fighter-details/5444c5a201d3ee5a
Kailan Hill,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 01, 1994",http://ufcstats.com/fighter-details/bc7efc037c5f6550
Alvin Hines,"6' 2""",265 lbs.,"74""",Orthodox,"Oct 20, 1991",http://ufcstats.com/fighter-details/ab2a4b5e04dc5fe9
Hatsu Hioki,"5' 11""",145 lbs.,"73""",Orthodox,"Jul 18, 1983",http://ufcstats.com/fighter-details/ef7fa30364cbe7f2
Kuniyoshi Hironaka,"5' 10""",168 lbs.,"70""",Orthodox,"Jun 17, 1976",http://ufcstats.com/fighter-details/9d4522df6fc49a47
Mizuto Hirota,"5' 7""",155 lbs.,"67""",Orthodox,"May 05, 1981",http://ufcstats.com/fighter-details/35faad160d346839
An Tuan Ho,"5' 6""",125 lbs.,"66""",Switch,"Sep 27, 2000",http://ufcstats.com/fighter-details/6c9384138c82962f
Matt Hobar,"5' 10""",135 lbs.,"70""",Southpaw,"Jan 07, 1987",http://ufcstats.com/fighter-details/b57edace7b647f07
Chris Hofmann,"6' 0""",170 lbs.,"72""",Orthodox,"Nov 18, 1989",http://ufcstats.com/fighter-details/33fb306278dbb3e5
Josh Hokit,"6' 1""",238 lbs.,"73""",Orthodox,"Nov 12, 1997",http://ufcstats.com/fighter-details/955da1675ad58a50
Andrew Holbrook,"5' 11""",155 lbs.,"70""",Southpaw,"Feb 06, 1986",http://ufcstats.com/fighter-details/66ab58d0b3783607
Kevin Holland,"6' 3""",170 lbs.,"81""",Orthodox,"Nov 05, 1992",http://ufcstats.com/fighter-details/3a46b268013afede
Max Holloway,"5' 11""",145 lbs.,"69""",Orthodox,"Dec 04, 1991",http://ufcstats.com/fighter-details/150ff4cc642270b9
Holly Holm,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 17, 1981",http://ufcstats.com/fighter-details/634e2fb70bde3fd5
Joseph Holmes,"6' 4""",185 lbs.,"80""",Orthodox,"Jul 04, 1995",http://ufcstats.com/fighter-details/8d20d76af3f213ce
Brandon Holmes,"6' 2""",185 lbs.,"74""",Orthodox,"Feb 05, 1997",http://ufcstats.com/fighter-details/f295d50c56339ab6
Kurt Holobaugh,"5' 11""",155 lbs.,"70""",Orthodox,"Sep 08, 1986",http://ufcstats.com/fighter-details/a7151778b3381036
Paddy Holohan,"5' 10""",125 lbs.,"69""",Orthodox,"May 03, 1988",http://ufcstats.com/fighter-details/6e7c758f5cdec01a
Scott Holtzman,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983",http://ufcstats.com/fighter-details/df1eb4354d18a906
Sabah Homasi,"6' 0""",170 lbs.,"72""",Orthodox,"Oct 19, 1988",http://ufcstats.com/fighter-details/71f048adbfed5b49
Mark Hominick,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 22, 1982",http://ufcstats.com/fighter-details/0a97691039c4bbfb
Barb Honchak,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 30, 1979",http://ufcstats.com/fighter-details/472f6f6e6d962f40
Chris Honeycutt,"5' 10""",170 lbs.,"73""",,"Jul 25, 1988",http://ufcstats.com/fighter-details/4d2e3320d815f687
JunYoung Hong,"5' 9""",145 lbs.,"69""",Orthodox,"Dec 18, 1990",http://ufcstats.com/fighter-details/b24666e26bd750a3
SeongChan Hong,"5' 7""",155 lbs.,"69""",Orthodox,"Nov 28, 1989",http://ufcstats.com/fighter-details/10d4575f497face4
Lorenzo Hood,"6' 3""",265 lbs.,"80""",Southpaw,"Mar 02, 1989",http://ufcstats.com/fighter-details/7f9abc4db2d05764
Dan Hooker,"6' 0""",155 lbs.,"75""",Switch,"Feb 13, 1990",http://ufcstats.com/fighter-details/193b9d1858bc4df3
Chase Hooper,"6' 1""",155 lbs.,"74""",Southpaw,"Sep 13, 1999",http://ufcstats.com/fighter-details/971246648e162f0d
Darrell Horcher,"5' 10""",155 lbs.,"70""",Southpaw,"Jul 28, 1987",http://ufcstats.com/fighter-details/18e8b7070228e728
Yoshinori Horie,"5' 8""",145 lbs.,"70""",Orthodox,"May 10, 1995",http://ufcstats.com/fighter-details/3fa7688bfe48a493
Kyoji Horiguchi,"5' 5""",125 lbs.,"66""",Orthodox,"Oct 12, 1990",http://ufcstats.com/fighter-details/98aa60cf58071fd6
Yuma Horiuchi,"5' 6""",125 lbs.,"67""",Switch,"Sep 22, 1997",http://ufcstats.com/fighter-details/f6c1ce7cfd600662
Jeremy Horn,"6' 1""",185 lbs.,"74""",Orthodox,"Aug 25, 1975",http://ufcstats.com/fighter-details/8d26912cd2aeb366
Chris Horodecki,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 24, 1987",http://ufcstats.com/fighter-details/e29cf523ebd155c5
Jamey-Lyn Horth,"5' 7""",125 lbs.,"66""",Orthodox,"Mar 30, 1990",http://ufcstats.com/fighter-details/5c637af9472ae7cc
Jeff Hougland,"5' 7""",135 lbs.,"68""",Orthodox,"Aug 02, 1978",http://ufcstats.com/fighter-details/97a8f39186f489db
John Howard,"5' 7""",170 lbs.,"72""",Orthodox,"Mar 01, 1983",http://ufcstats.com/fighter-details/fc31f896cde2bc2e
Hu Yaozong,"6' 3""",185 lbs.,"72""",Orthodox,"Apr 07, 1995",http://ufcstats.com/fighter-details/f1175ea3aafbf351
Carlos Huachin,"5' 4""",135 lbs.,"67""",Southpaw,"Jun 04, 1996",http://ufcstats.com/fighter-details/225def29ecfe0fc1
Brady Huang,"5' 9""",135 lbs.,"69""",Orthodox,"Dec 16, 1992",http://ufcstats.com/fighter-details/1ec1b6a7a29ffc71
Huang Feier,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 12, 1994",http://ufcstats.com/fighter-details/e71c75f533a30daa
Austin Hubbard,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 22, 1991",http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed
Collin Huckbody,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 29, 1994",http://ufcstats.com/fighter-details/f372a848d250e006
Roger Huerta,"5' 9""",155 lbs.,"70""",Orthodox,"May 20, 1983",http://ufcstats.com/fighter-details/daf1b84aebd6602b
Matt Hughes,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973",http://ufcstats.com/fighter-details/621a6c59f88a44fe
Jeff Hughes,"6' 2""",250 lbs.,"77""",Orthodox,"May 17, 1988",http://ufcstats.com/fighter-details/6a11e325aa60ad02
Sam Hughes,"5' 5""",115 lbs.,"64""",Orthodox,"Jun 28, 1992",http://ufcstats.com/fighter-details/e94085e821bd81de
Victor Hugo,"5' 7""",135 lbs.,"71""",Orthodox,"Nov 22, 1992",http://ufcstats.com/fighter-details/f264ba50b007f39e
Harry Hunsucker,"6' 2""",205 lbs.,"75""",Orthodox,"Jan 03, 1989",http://ufcstats.com/fighter-details/f703250471acaf96
Mark Hunt,"5' 10""",265 lbs.,"72""",Orthodox,"Mar 23, 1974",http://ufcstats.com/fighter-details/eef9b891edbd4604
In Su Hwang,"5' 11""",185 lbs.,"74""",Orthodox,"Jan 18, 1994",http://ufcstats.com/fighter-details/1c01d986283e6acb
Al Iaquinta,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 30, 1987",http://ufcstats.com/fighter-details/59279a7c978f7da0
Khadis Ibragimov,"6' 3""",205 lbs.,"78""",Orthodox,"May 21, 1995",http://ufcstats.com/fighter-details/c3218c810959d279
Alibi Idiris,"5' 6""",125 lbs.,"68""",Orthodox,"Oct 22, 1994",http://ufcstats.com/fighter-details/30cad5a751adcb48
Dan Ige,"5' 7""",145 lbs.,"71""",Orthodox,"Aug 06, 1991",http://ufcstats.com/fighter-details/82a5152216251682
Zelim Imadaev,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 25, 1995",http://ufcstats.com/fighter-details/7f0f171414d0a287
Nassourdine Imavov,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 01, 1996",http://ufcstats.com/fighter-details/881bf86d4cba8578
Michael Imperato,"5' 7""",135 lbs.,"66""",Switch,"Sep 01, 1989",http://ufcstats.com/fighter-details/59e52d56bab2b1ee
Rui Imura,"5' 10""",135 lbs.,"69""",Southpaw,"Mar 24, 1999",http://ufcstats.com/fighter-details/bb56173e2275e622
Naoki Inoue,"5' 9""",125 lbs.,"71""",Orthodox,"Jun 14, 1997",http://ufcstats.com/fighter-details/199eb7cf6ae90294
James Irvin,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 12, 1978",http://ufcstats.com/fighter-details/a7f4d0902bb64092
Issa Isakov,"5' 9""",155 lbs.,"70""",Orthodox,"Oct 22, 1989",http://ufcstats.com/fighter-details/e9095aeb36f2aeb8
Teruto Ishihara,"5' 7""",135 lbs.,"69""",Southpaw,"Jul 23, 1991",http://ufcstats.com/fighter-details/88cd34d836b4ebcd
Damir Ismagulov,"5' 10""",155 lbs.,"74""",Orthodox,"Feb 03, 1991",http://ufcstats.com/fighter-details/135d124172a0bea3
Leandro Issa,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 19, 1983",http://ufcstats.com/fighter-details/d1e1fdcea7c8a90a
Kuya Ito,"5' 5""",135 lbs.,"66""",Orthodox,"Oct 07, 1996",http://ufcstats.com/fighter-details/f647247f0d9f3b50
Blagoy Ivanov,"5' 11""",250 lbs.,"73""",Southpaw,"Oct 09, 1986",http://ufcstats.com/fighter-details/1788eee370f077b7
Anthony Ivy,"6' 2""",185 lbs.,"74""",Orthodox,"Jan 23, 1990",http://ufcstats.com/fighter-details/3c5005b66696d790
Taiga Iwasaki,"6' 1""",185 lbs.,"73""",Orthodox,"Jul 07, 1997",http://ufcstats.com/fighter-details/5b08af4fbc987f9c
Yves Jabouin,"5' 7""",135 lbs.,"68""",Orthodox,"May 30, 1979",http://ufcstats.com/fighter-details/b4eeac608fc82f88
Quinton Jackson,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978",http://ufcstats.com/fighter-details/ffc088e64fab57e9
Damon Jackson,"5' 11""",155 lbs.,"71""",Switch,"Aug 08, 1988",http://ufcstats.com/fighter-details/29af297d9f1de0f8
Mike Jackson,"6' 2""",170 lbs.,"74""",Orthodox,"Mar 22, 1985",http://ufcstats.com/fighter-details/0641c21bec209472
Jason Jackson,"6' 1""",170 lbs.,"78""",Orthodox,"Oct 30, 1990",http://ufcstats.com/fighter-details/ca8da445dfa82d56
Montel Jackson,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992",http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d
Richard Jacobi,"6' 4""",260 lbs.,"75""",Orthodox,"Sep 28, 1993",http://ufcstats.com/fighter-details/46f557bd44da630e
Dustin Jacoby,"6' 3""",205 lbs.,"76""",Orthodox,"Apr 04, 1988",http://ufcstats.com/fighter-details/e4277e87a789d687
Virna Jandiroba,"5' 3""",115 lbs.,"64""",Orthodox,"May 30, 1988",http://ufcstats.com/fighter-details/7dda2cf308f24a02
